,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary
7675,0.56,0.99,3,209,2,0,0,technical,low
5512,0.72,0.68,3,135,4,0,0,sales,medium
10208,0.19,0.6,5,198,4,0,0,support,high
3828,0.58,0.79,5,262,2,0,0,sales,high
3682,0.86,0.51,4,152,3,1,0,sales,low
1362,0.4,0.5,2,129,3,0,0,IT,medium
9252,0.65,0.55,5,206,3,0,0,sales,low
7608,0.3,0.85,2,203,3,0,0,support,medium
11767,0.91,0.65,5,214,3,1,0,marketing,low
7553,0.84,0.45,3,263,2,0,0,RandD,low
8416,0.21,0.39,2,118,4,0,0,sales,medium
2442,0.92,0.69,3,192,3,0,0,accounting,medium
629,0.46,0.54,2,144,3,0,0,sales,low
8757,0.49,0.61,5,196,3,0,0,support,medium
2672,0.68,0.51,4,176,4,1,0,sales,low
7908,0.23,0.78,4,154,6,1,0,support,medium
12916,1.0,0.86,4,245,4,0,0,sales,medium
7251,0.44,0.65,2,151,3,0,0,RandD,medium
4238,0.58,0.96,3,202,2,0,0,technical,medium
10350,1.0,0.86,4,195,4,0,0,support,medium
13647,0.77,0.71,5,250,3,1,0,sales,medium
9757,0.85,0.65,4,280,3,1,0,IT,medium
14634,0.4,0.46,2,143,3,0,0,technical,high
8412,0.92,0.97,4,201,2,0,0,sales,medium
5519,0.98,0.57,5,141,3,0,1,sales,high
12933,0.62,0.69,4,184,3,0,0,technical,low
7380,0.69,0.8,5,203,2,1,0,support,high
6608,0.78,0.96,4,245,3,0,0,support,medium
9366,0.49,0.79,5,177,2,0,0,support,low
8251,0.53,0.74,3,135,2,0,0,marketing,low
2033,0.75,0.56,5,175,4,0,0,support,low
9270,0.7,0.5,3,251,2,0,0,technical,medium
782,0.72,1.0,4,245,5,0,0,sales,low
5736,0.72,0.89,3,221,3,0,0,sales,low
3854,0.53,0.45,4,180,3,0,0,technical,medium
1379,0.37,0.48,2,154,3,0,0,management,low
7790,0.28,0.66,3,184,2,0,0,marketing,low
5440,0.52,0.98,4,148,3,0,0,sales,low
1086,0.9,0.86,5,254,5,0,0,sales,high
11839,0.49,0.62,4,161,2,0,0,IT,medium
9328,0.29,0.57,5,149,3,0,0,sales,low
7063,0.8,0.52,3,182,2,0,0,technical,medium
649,0.46,0.5,2,156,3,0,0,technical,medium
8360,0.51,0.91,3,227,2,0,0,technical,low
4541,0.74,0.94,3,286,6,0,1,technical,medium
4256,0.78,0.66,4,214,2,0,0,technical,low
2425,0.9,0.74,4,206,4,1,0,IT,low
7404,0.58,0.9,5,257,3,0,0,marketing,medium
527,0.09,0.9,7,289,4,0,0,product_mng,low
11032,0.95,0.63,3,153,2,0,0,sales,low
8575,0.83,0.59,4,197,4,0,0,sales,medium
13191,0.77,0.59,4,273,2,0,0,IT,high
4851,0.31,0.59,3,176,3,0,0,technical,medium
6976,0.64,0.64,3,192,3,1,0,accounting,medium
10681,0.82,0.49,4,180,2,0,0,RandD,low
6977,0.81,0.86,5,159,2,0,0,accounting,medium
4490,0.16,0.65,5,165,3,0,0,IT,low
8777,0.58,0.9,5,224,3,0,0,RandD,high
6839,0.64,0.74,3,267,2,0,0,support,medium
5416,0.18,0.93,3,245,4,1,0,RandD,low
1151,0.79,0.96,4,234,5,0,0,marketing,low
10463,0.21,0.43,2,249,3,0,0,marketing,low
8513,0.3,0.98,2,109,4,1,0,technical,low
14373,0.45,0.51,2,147,3,0,0,sales,low
7384,0.53,0.43,2,139,3,0,0,support,high
10473,0.64,0.72,4,152,3,1,0,sales,medium
4472,0.6,0.59,3,172,3,0,0,technical,medium
13415,0.94,0.51,3,242,3,0,0,sales,medium
13339,0.96,0.84,3,147,8,0,0,accounting,medium
3040,0.57,0.61,3,243,3,0,0,IT,medium
5680,0.91,0.74,3,139,5,1,0,hr,medium
11868,0.84,0.44,5,131,5,1,0,support,medium
6688,0.52,0.95,3,171,3,1,0,support,low
6338,0.88,0.54,3,235,2,1,0,technical,low
10928,0.98,0.58,3,183,3,0,0,sales,low
14201,0.49,0.49,4,212,7,0,0,product_mng,medium
6356,0.4,0.72,3,204,4,1,0,sales,low
14560,0.4,0.46,2,149,3,0,0,technical,medium
7720,0.58,0.63,4,171,3,0,0,sales,medium
3774,0.55,0.74,3,211,3,1,0,technical,high
11237,0.24,0.5,4,282,4,1,0,support,low
4451,0.87,0.68,5,187,3,0,0,sales,low
9618,0.72,0.57,3,203,2,1,0,marketing,medium
8167,0.63,0.83,4,159,2,0,0,marketing,low
4969,0.89,0.88,3,165,4,0,0,sales,medium
5520,0.85,0.57,4,150,3,0,1,sales,high
9286,0.98,0.56,3,139,2,1,0,support,low
3368,0.83,0.82,5,273,4,0,0,sales,low
9227,0.17,0.81,5,280,4,0,0,product_mng,medium
139,0.73,0.87,5,257,5,0,0,IT,low
9684,0.38,0.63,2,182,2,0,0,product_mng,medium
10558,0.99,0.72,3,163,3,0,0,sales,medium
13185,0.37,0.86,6,260,3,0,0,technical,medium
7295,0.97,0.63,3,141,3,0,0,technical,medium
9482,0.63,0.88,4,260,2,0,0,sales,low
6457,0.54,0.51,2,176,3,0,0,support,high
5102,0.92,0.55,3,259,3,0,0,product_mng,low
1234,0.42,0.49,2,145,3,0,0,sales,medium
2162,0.54,0.96,4,248,3,0,0,sales,low
12061,0.11,0.93,7,308,4,0,0,IT,medium
7431,0.35,0.52,3,155,3,0,0,sales,low
13361,0.54,0.61,4,118,5,0,0,support,low
2375,0.72,0.51,3,160,3,0,0,sales,medium
2910,0.59,0.81,6,123,5,0,0,sales,medium
3692,0.97,0.5,3,173,2,0,0,accounting,medium
7813,0.69,0.75,5,201,3,0,0,accounting,low
11395,0.54,0.79,5,249,3,1,0,management,high
4467,0.89,0.78,3,185,2,1,0,technical,medium
8421,0.61,0.56,2,123,2,0,0,sales,medium
10820,0.48,0.58,3,194,3,0,0,technical,medium
13871,0.52,0.69,5,208,8,1,0,RandD,low
4217,0.63,0.55,3,160,3,0,0,sales,low
7499,0.93,0.58,5,238,2,0,0,sales,medium
10407,0.73,0.98,4,216,2,0,0,sales,low
12401,0.76,0.92,4,246,5,0,0,sales,low
11934,0.88,0.51,5,195,4,0,0,IT,low
14411,0.9,0.82,5,259,5,0,0,support,low
7870,0.5,0.63,3,160,2,0,0,sales,medium
10069,0.96,0.73,4,273,2,0,0,product_mng,low
6232,0.84,0.79,4,258,4,0,0,support,low
1828,0.3,0.89,5,257,5,0,0,RandD,low
88,0.37,0.57,2,130,3,0,0,sales,low
10529,0.51,0.98,4,171,2,0,0,RandD,low
13621,0.17,0.78,3,239,6,0,0,sales,low
1511,0.4,0.46,2,156,3,0,0,management,medium
14132,0.65,0.61,5,167,8,0,0,sales,low
6449,0.88,0.99,3,190,5,0,0,technical,high
14445,0.48,0.57,4,270,4,0,0,technical,low
1962,0.37,0.52,2,158,3,0,0,support,low
9634,0.93,0.69,3,213,4,0,0,sales,low
1701,0.09,0.77,6,282,5,0,0,sales,medium
3958,0.55,0.75,3,156,3,0,0,product_mng,medium
9313,1.0,0.96,4,155,3,0,0,support,medium
13895,0.69,0.85,3,153,10,0,0,support,medium
5427,0.68,0.71,5,135,4,1,0,marketing,medium
12572,0.75,0.97,5,243,6,0,0,technical,medium
2167,0.92,0.84,4,208,2,0,0,hr,medium
7877,0.43,0.46,2,239,3,1,0,sales,medium
6433,0.7,0.57,3,180,2,0,0,sales,medium
2719,0.61,0.77,4,142,3,0,0,support,medium
13459,0.72,0.8,3,222,3,0,0,IT,medium
12226,0.37,0.46,2,158,3,0,0,hr,low
1481,0.16,0.65,4,277,5,0,0,accounting,medium
9454,0.99,0.78,2,177,4,0,0,product_mng,low
11129,0.8,0.9,4,211,8,0,0,accounting,medium
816,0.84,0.97,5,251,5,0,0,support,medium
1125,0.39,0.57,2,158,3,0,0,technical,high
8210,0.66,0.68,3,202,3,0,0,technical,low
1166,0.42,0.54,2,135,3,0,0,sales,medium
13764,0.96,0.55,3,164,3,0,0,sales,medium
9696,0.34,0.52,6,265,6,0,0,sales,medium
357,0.37,0.54,2,149,3,0,0,support,low
13855,0.9,0.85,3,158,7,0,0,marketing,medium
11024,0.66,0.58,4,244,3,0,0,sales,medium
11127,0.71,0.76,4,148,8,0,0,accounting,medium
5077,0.22,0.69,4,182,6,0,0,technical,low
13309,0.69,0.83,4,252,3,0,0,management,medium
2898,0.74,0.41,4,250,4,0,0,RandD,low
5155,0.64,0.95,3,154,4,0,0,technical,high
13273,0.94,0.95,5,170,3,0,0,support,medium
10148,0.17,0.51,6,213,3,0,0,RandD,medium
7480,0.65,0.49,5,238,4,0,0,marketing,high
3236,0.17,0.93,5,183,5,0,0,accounting,high
13158,0.94,0.73,3,196,3,0,0,hr,medium
12003,0.72,0.87,5,223,5,0,0,sales,low
2262,0.61,0.39,3,99,2,0,0,support,low
1949,0.91,0.99,5,254,5,0,0,technical,medium
4215,0.25,0.62,6,271,5,0,0,sales,low
4381,0.6,0.61,4,170,3,0,0,accounting,low
4363,0.85,0.72,3,201,3,0,0,sales,low
2870,0.75,0.79,4,145,3,0,0,technical,medium
9302,0.76,0.8,3,202,3,0,0,product_mng,medium
3101,0.8,0.54,4,258,3,0,0,support,low
7905,0.54,0.62,2,141,2,0,0,technical,medium
646,0.51,0.83,5,249,4,0,0,technical,medium
995,0.38,0.46,2,144,3,0,0,management,low
12153,0.4,0.52,2,155,3,0,0,marketing,low
1711,0.42,0.5,2,143,3,0,0,hr,low
9458,0.51,0.89,3,230,4,0,0,marketing,low
8490,0.89,0.87,2,270,6,1,0,sales,medium
9721,0.86,0.56,5,215,2,0,0,sales,low
12284,0.38,0.47,2,144,3,0,0,support,low
12261,0.82,0.97,5,263,5,0,0,hr,medium
1024,0.42,0.47,2,129,3,0,0,hr,low
4745,0.48,0.5,4,179,3,0,0,sales,medium
4667,0.62,0.87,6,169,2,1,0,sales,medium
8337,0.55,0.49,3,205,3,0,0,sales,medium
12949,0.68,0.84,3,270,3,0,0,support,high
12309,0.1,0.94,6,285,4,0,0,support,medium
9113,0.82,0.57,2,158,3,1,0,hr,medium
4182,0.74,0.91,5,135,3,0,0,management,medium
2513,0.9,0.88,4,174,3,0,0,RandD,low
10047,0.74,0.58,4,215,3,1,0,support,medium
7702,0.91,0.67,4,206,3,0,0,IT,low
8781,0.49,0.49,2,226,3,0,0,support,high
219,0.89,0.87,5,225,5,0,0,product_mng,low
14099,0.7,0.54,3,194,2,1,0,IT,low
1175,0.78,0.71,4,296,3,0,0,hr,low
8568,0.68,0.61,6,236,3,0,0,sales,medium
1784,0.43,0.51,2,149,3,1,0,accounting,medium
9820,0.96,0.85,5,211,4,0,0,support,low
5837,0.79,0.86,4,173,4,0,0,technical,low
9945,0.63,0.49,5,192,2,0,0,sales,low
4471,0.68,0.94,3,264,2,0,0,technical,low
12620,0.8,0.75,3,268,2,0,0,sales,medium
7164,0.78,0.99,3,174,3,0,0,IT,low
7637,0.87,0.98,4,238,3,1,0,management,low
11031,0.78,0.63,5,259,3,0,0,sales,low
543,0.89,0.92,5,237,5,0,0,sales,medium
11235,0.65,0.62,4,258,2,0,0,support,high
9528,0.27,0.85,2,277,6,1,0,IT,low
12651,0.09,0.88,6,269,4,0,0,technical,medium
11575,0.49,0.68,3,192,7,0,0,management,high
11761,0.88,0.83,4,273,10,0,0,sales,medium
14218,0.92,0.85,5,259,5,0,0,sales,low
2491,1.0,0.94,4,144,3,0,0,support,low
10489,0.55,0.64,4,260,3,0,0,hr,low
10519,0.65,0.74,4,228,2,1,0,IT,medium
11929,0.82,0.76,3,219,8,1,0,IT,low
5591,0.7,0.55,4,227,3,0,0,sales,medium
288,0.82,0.91,5,232,5,0,0,technical,low
7157,0.89,0.75,3,167,2,0,0,technical,low
12255,0.44,0.45,2,156,3,0,0,sales,medium
10202,0.6,0.56,5,268,2,0,0,support,medium
9753,0.92,0.89,3,220,2,0,0,technical,low
13842,0.49,0.78,4,254,10,0,0,management,high
3646,0.63,0.8,4,256,4,0,0,management,medium
14699,0.1,0.83,7,276,4,0,0,accounting,low
9960,0.51,0.79,5,222,2,0,0,technical,low
14732,0.74,0.99,4,233,5,0,0,IT,low
13611,0.15,0.75,3,150,4,0,1,accounting,medium
8963,0.62,0.64,5,229,2,0,0,hr,medium
3740,0.59,0.63,5,243,2,0,0,accounting,medium
856,0.1,0.85,6,273,4,0,0,sales,medium
12497,0.59,0.49,7,263,4,0,0,technical,medium
10560,0.92,0.4,2,238,3,0,0,accounting,low
2829,0.63,0.67,5,263,3,0,0,technical,medium
11160,0.74,0.64,3,136,2,0,0,IT,medium
6430,0.63,0.62,3,141,3,0,0,sales,medium
11910,0.37,0.92,4,211,7,0,0,sales,high
14246,0.1,0.94,6,255,4,0,0,technical,low
11181,0.37,0.41,2,113,3,0,1,RandD,medium
12552,0.82,0.85,5,248,5,0,0,sales,low
12652,0.09,0.77,6,290,4,0,0,technical,medium
9106,0.73,0.77,3,230,2,0,0,sales,low
5105,0.49,0.72,4,246,3,0,0,product_mng,low
3212,0.52,0.95,5,234,3,0,0,marketing,low
78,0.43,0.56,2,157,3,0,0,sales,low
1062,0.87,0.83,5,267,5,0,0,RandD,low
8225,0.96,0.53,3,158,4,0,0,technical,medium
3353,0.59,0.92,4,196,2,0,0,RandD,medium
6514,0.71,0.88,3,158,3,0,0,accounting,medium
8471,0.65,0.92,4,242,2,0,0,RandD,medium
7650,0.76,0.77,5,133,2,0,0,sales,high
9968,0.58,0.62,3,182,3,0,0,technical,medium
6340,0.73,0.74,4,181,4,0,0,marketing,low
1679,0.43,0.55,2,159,3,0,0,RandD,low
2063,0.77,0.78,3,269,3,0,0,support,medium
1472,0.43,0.48,2,157,3,0,0,sales,medium
1300,0.1,0.97,7,284,4,0,0,support,low
4863,0.99,0.87,4,223,3,0,0,support,medium
12055,0.37,0.46,2,140,3,0,0,support,low
851,0.37,0.57,2,128,3,0,0,sales,medium
6279,0.23,0.97,4,200,3,0,0,sales,low
2431,0.77,0.9,4,104,5,0,0,product_mng,low
5409,0.53,0.84,3,151,3,0,0,product_mng,low
13729,0.63,0.93,4,233,3,0,0,IT,medium
5379,0.5,0.7,5,264,2,0,0,technical,low
548,0.85,0.82,4,270,5,0,0,sales,low
10220,0.57,0.54,4,210,3,0,0,product_mng,low
7358,0.98,0.62,3,203,2,0,0,accounting,medium
5575,0.67,0.69,5,225,3,0,0,accounting,medium
9590,0.69,0.71,3,241,3,0,0,support,medium
5574,0.22,0.65,6,212,4,0,0,sales,medium
2232,0.56,0.62,3,154,2,0,0,sales,low
7745,0.38,0.67,2,117,3,0,0,technical,low
12237,0.43,0.45,2,135,3,0,0,marketing,low
12399,0.1,0.87,6,250,4,0,0,sales,low
11479,0.51,0.8,5,268,3,0,0,RandD,medium
3501,0.65,0.36,2,282,3,0,0,product_mng,medium
10511,0.49,0.63,4,213,3,0,0,support,medium
14102,0.49,0.4,2,148,2,1,1,management,high
1222,0.4,0.46,2,134,3,0,0,accounting,low
14040,0.64,0.67,4,252,3,1,0,sales,medium
7501,0.62,0.51,4,208,2,1,0,sales,low
7752,0.13,0.74,6,132,4,1,0,technical,medium
14970,0.78,0.93,4,225,5,0,0,sales,medium
3517,0.53,0.98,2,163,3,0,0,marketing,low
5783,0.98,1.0,5,150,3,0,0,technical,medium
1722,0.81,0.93,5,265,6,0,0,technical,low
4094,0.3,0.8,6,250,3,0,0,support,low
12513,0.11,0.89,6,293,4,0,0,support,low
6729,0.87,0.8,4,197,3,0,0,sales,low
6188,0.76,0.99,3,216,3,0,0,marketing,low
5217,0.87,0.5,4,267,2,1,0,accounting,medium
13020,0.51,0.74,6,98,3,0,0,support,low
6247,1.0,0.73,5,142,4,0,0,IT,medium
9424,0.93,0.52,3,181,3,0,0,technical,low
2560,0.68,0.7,4,185,4,0,0,technical,medium
7923,0.98,0.87,5,151,6,0,0,IT,medium
5960,0.77,0.71,2,242,2,0,0,marketing,medium
6612,0.89,0.79,2,208,3,1,0,support,medium
12768,0.1,0.84,6,293,5,0,0,marketing,medium
5634,0.23,0.49,5,214,5,0,0,IT,high
4296,0.84,0.62,5,217,3,0,0,sales,low
5268,0.84,0.59,4,216,2,0,0,support,low
13575,0.91,0.77,3,144,3,0,0,sales,medium
4621,0.34,0.41,2,141,3,0,0,technical,medium
11686,0.36,0.41,3,167,10,0,0,support,low
10506,0.84,0.85,5,246,3,0,0,support,medium
2185,0.73,0.79,4,145,2,1,0,support,low
3223,0.65,1.0,4,249,3,0,0,sales,medium
2005,0.36,0.95,3,206,4,0,0,sales,low
10934,0.75,0.63,4,209,3,0,1,sales,medium
1055,0.1,0.8,7,292,5,0,0,IT,low
12829,0.92,0.64,4,259,2,0,0,sales,medium
11142,0.13,0.9,5,264,6,0,0,technical,high
2985,0.72,0.63,4,241,4,1,0,marketing,medium
7189,0.35,0.63,3,156,3,0,0,sales,medium
4086,0.16,0.84,3,238,6,0,0,technical,medium
7004,0.85,0.87,6,232,6,0,0,technical,low
12945,0.67,0.49,3,185,3,0,0,support,low
12174,0.7,0.53,2,274,4,0,0,sales,low
6634,0.91,0.78,4,153,3,0,0,RandD,medium
13675,0.49,0.66,3,155,3,0,1,sales,low
1576,0.6,0.85,3,250,2,0,0,support,low
1621,0.91,0.95,5,241,5,0,0,sales,medium
1917,0.37,0.45,2,149,3,0,0,sales,low
4859,0.92,0.49,5,259,3,1,0,support,medium
3473,0.13,0.91,4,175,5,0,0,technical,low
8942,0.92,0.75,4,212,3,0,0,sales,low
7859,0.8,0.58,4,175,2,0,0,RandD,low
8750,0.38,0.55,2,215,6,0,0,support,medium
3956,0.44,0.55,3,170,3,1,0,IT,low
2047,0.87,0.5,3,242,2,0,0,IT,low
12717,0.11,0.78,6,243,4,0,0,hr,low
1587,0.09,0.96,6,281,4,0,0,management,medium
1961,0.11,0.96,6,280,4,0,0,support,low
5774,0.95,0.78,5,246,3,0,0,support,low
9017,0.89,0.86,3,261,4,0,0,sales,low
13757,0.24,0.56,4,281,7,0,0,sales,medium
11481,0.83,0.73,4,157,2,0,0,RandD,medium
691,0.42,0.75,3,218,4,0,0,management,medium
5285,0.57,0.39,3,193,6,0,0,sales,medium
7013,0.63,0.67,5,250,2,0,0,product_mng,low
1623,0.39,0.53,2,153,3,0,0,sales,medium
5923,0.41,0.77,4,231,6,0,0,technical,low
8682,0.33,0.51,2,166,3,0,0,support,medium
1890,0.85,0.87,5,245,5,0,0,technical,low
9852,0.68,0.63,5,185,4,0,0,technical,medium
13344,0.62,0.84,3,270,6,0,0,hr,medium
13552,0.77,0.91,4,239,3,1,0,product_mng,low
4196,0.87,0.57,2,181,6,0,0,RandD,medium
5193,0.74,0.83,3,170,3,0,0,management,low
14797,0.46,0.57,2,152,3,0,0,support,low
1093,0.89,0.91,5,260,5,0,0,sales,low
1304,0.89,0.98,4,242,6,0,0,marketing,low
6019,0.5,0.48,4,269,3,0,0,IT,medium
6096,0.93,0.73,4,168,2,0,0,product_mng,medium
840,0.36,0.56,2,138,3,0,0,accounting,medium
6576,0.86,0.5,4,196,2,0,0,sales,low
12114,0.84,1.0,5,234,5,0,0,technical,medium
13433,0.97,0.84,4,177,6,0,0,technical,low
10853,0.58,0.38,4,203,5,0,0,sales,low
737,0.42,0.56,2,143,3,0,0,support,medium
13343,0.43,0.74,4,129,6,0,0,hr,medium
9927,0.73,0.68,3,132,2,0,0,support,medium
14563,0.91,0.91,4,262,6,0,0,support,low
8307,0.7,0.43,6,253,3,0,0,IT,high
3633,0.88,0.58,4,147,4,0,0,support,medium
12146,0.76,0.92,4,239,5,0,0,product_mng,low
7860,0.98,0.73,4,140,4,0,0,marketing,low
882,0.11,0.79,6,294,4,0,0,technical,medium
11184,0.84,0.75,4,135,3,0,1,RandD,medium
14449,0.43,0.53,2,146,3,0,0,marketing,low
3964,0.95,0.74,4,216,3,0,0,RandD,medium
8144,0.62,0.55,4,218,3,0,0,support,medium
9105,0.83,0.78,5,250,2,1,0,sales,low
11483,0.7,0.63,3,157,2,0,0,RandD,medium
1938,0.36,0.54,2,153,3,0,0,accounting,medium
1517,0.45,0.5,2,145,3,0,0,product_mng,medium
11422,0.55,0.58,3,254,2,0,0,management,high
13582,0.94,0.59,3,151,2,0,0,sales,low
13455,0.82,0.82,3,164,3,0,0,technical,high
1449,0.41,0.5,2,149,3,0,0,RandD,low
12590,0.38,0.55,2,148,3,0,0,support,low
7547,0.7,0.73,5,151,2,0,0,product_mng,low
11924,0.94,0.82,4,187,3,0,0,sales,low
1892,0.44,0.52,2,141,3,0,0,management,low
9442,0.99,0.92,4,212,3,0,0,support,low
2867,0.44,0.68,3,140,3,0,0,technical,low
8175,0.68,0.48,5,113,2,0,0,marketing,low
5230,0.81,0.62,3,187,3,0,0,technical,low
14616,0.47,0.5,4,254,4,0,0,sales,low
482,0.77,0.87,4,242,6,0,0,sales,low
12726,0.45,0.46,2,153,3,1,0,technical,medium
2813,0.9,0.98,4,257,3,0,0,IT,low
2373,0.38,0.69,3,99,3,1,0,sales,high
5374,0.58,0.62,5,184,3,0,0,hr,low
9383,0.41,0.63,5,263,3,0,0,RandD,medium
13835,0.77,0.48,5,262,7,0,0,IT,medium
8170,0.89,0.96,5,239,3,0,0,support,low
11811,0.83,0.6,4,161,2,0,0,management,high
10883,0.48,0.86,5,198,4,0,0,technical,low
8106,0.87,0.67,3,139,2,0,0,sales,medium
14987,0.9,0.7,5,206,4,0,0,technical,low
12472,0.89,0.85,5,266,5,0,0,sales,low
6420,0.68,0.54,3,270,4,1,0,sales,low
9894,0.57,0.48,5,221,3,0,0,support,medium
2775,0.5,0.95,5,194,3,0,0,sales,low
3250,0.52,0.73,2,233,3,0,0,technical,medium
761,0.09,0.93,6,249,4,0,0,sales,low
7952,0.41,0.56,2,121,2,0,0,sales,medium
14519,0.41,0.48,2,145,3,0,0,accounting,medium
7345,0.66,0.66,4,255,5,0,0,sales,low
14882,0.46,0.53,2,161,3,0,0,sales,low
8208,0.85,0.67,4,163,3,0,0,technical,low
12677,0.73,0.89,5,236,6,0,0,product_mng,low
13813,0.59,0.5,2,162,2,0,0,management,high
388,0.45,0.5,2,157,3,0,0,marketing,medium
2843,0.5,0.95,5,137,3,0,0,sales,medium
2657,0.55,0.76,4,233,4,0,0,IT,low
8331,0.63,0.9,4,188,4,1,0,sales,low
13888,0.64,0.48,3,147,7,0,0,sales,high
1755,0.63,0.76,2,157,4,0,0,RandD,low
1591,0.41,0.55,2,159,3,0,0,IT,medium
7872,0.13,0.52,6,188,3,0,0,sales,medium
7649,0.94,0.85,4,180,4,0,0,sales,medium
4434,0.66,0.68,4,152,3,0,0,marketing,high
9734,0.51,0.88,5,230,4,0,0,technical,medium
7165,0.91,0.56,4,241,2,0,0,IT,low
12976,0.49,0.59,4,137,4,0,0,technical,high
711,0.4,0.55,2,159,3,0,0,sales,low
10711,0.57,0.91,3,193,2,0,0,sales,low
5509,0.96,0.93,5,141,2,1,0,sales,medium
2353,0.89,0.83,3,164,3,0,0,IT,low
10660,0.83,0.74,4,249,2,0,0,support,medium
7420,0.8,0.56,2,204,3,0,0,sales,high
14471,0.46,0.46,2,154,3,0,0,accounting,medium
739,0.11,0.85,7,275,4,0,0,support,medium
10169,0.15,0.56,4,214,5,0,0,sales,high
9701,0.66,0.49,3,206,2,0,0,marketing,medium
9697,0.88,0.96,5,173,4,0,0,accounting,medium
3044,0.71,0.9,3,262,2,1,0,product_mng,low
5332,0.22,0.52,5,109,4,0,0,product_mng,low
468,0.9,0.92,5,245,5,0,0,sales,low
10803,0.5,0.75,3,204,2,0,0,technical,high
13144,0.58,0.97,3,274,4,1,1,sales,medium
3742,0.69,0.84,3,253,2,0,0,technical,medium
6699,0.79,0.86,5,270,2,0,0,management,low
9978,0.92,0.78,4,177,2,0,0,support,medium
11584,0.65,0.74,4,233,4,1,0,management,low
3170,0.84,0.37,5,186,2,0,0,technical,medium
1920,0.37,0.49,2,148,3,0,0,sales,low
6788,0.96,0.82,5,164,2,0,0,RandD,medium
3261,1.0,0.87,4,129,5,0,0,support,medium
10548,0.27,0.85,5,142,6,0,0,sales,medium
5488,0.69,0.74,2,271,2,0,0,product_mng,low
174,0.7,0.53,2,274,4,0,0,sales,low
10816,0.78,0.54,3,161,3,0,0,support,medium
6402,0.8,0.85,4,139,2,0,0,product_mng,medium
3074,0.21,0.81,4,144,4,0,0,sales,medium
8969,0.58,0.6,4,222,3,0,0,technical,medium
14721,0.44,0.48,2,146,3,0,0,support,low
7800,0.61,0.6,4,121,2,0,0,sales,medium
10355,0.13,0.97,3,156,2,0,0,support,medium
12770,0.1,0.83,6,300,4,0,0,marketing,medium
5833,0.53,0.59,2,201,3,1,0,hr,medium
3592,0.75,0.59,5,206,2,0,0,marketing,low
7261,0.58,0.86,4,257,3,0,0,sales,low
4818,0.5,0.43,3,184,2,0,0,sales,medium
8679,0.95,0.9,3,259,2,0,0,support,low
14790,0.39,0.55,2,159,3,0,0,technical,high
12167,0.31,0.54,5,132,5,0,0,sales,low
13517,0.26,0.99,5,184,5,0,0,hr,low
5090,0.8,0.58,3,197,3,0,0,support,medium
13997,0.81,0.8,5,132,2,1,0,management,high
770,0.1,0.83,6,300,4,0,0,marketing,medium
10280,0.83,0.67,5,132,2,1,0,support,medium
4620,0.85,0.6,4,257,3,0,0,technical,medium
14009,0.61,0.42,3,145,4,0,1,sales,medium
950,0.09,0.9,7,289,5,0,0,technical,low
2139,0.71,0.76,5,172,2,1,0,support,high
10656,0.62,0.87,4,221,3,1,0,support,low
962,0.41,0.45,2,150,3,0,0,support,medium
3294,0.5,0.7,3,188,2,0,0,sales,low
536,0.11,0.85,6,305,4,0,0,accounting,medium
344,0.37,0.52,2,155,3,0,0,technical,medium
8078,0.77,0.91,5,268,3,1,0,IT,medium
4130,0.81,0.58,3,243,4,0,0,marketing,high
2758,0.59,0.83,3,156,2,0,0,sales,medium
4945,0.53,0.98,3,219,4,0,0,IT,low
2592,0.81,0.5,4,152,3,1,0,RandD,low
3116,0.56,0.7,3,214,2,0,0,IT,medium
5518,0.5,0.78,3,206,3,1,1,sales,high
1740,0.37,0.53,2,140,3,0,0,management,medium
9913,0.42,0.58,2,140,3,0,0,IT,low
4838,0.46,0.38,6,165,3,0,0,accounting,low
1897,0.1,0.94,7,264,4,0,0,IT,medium
42,0.4,0.46,2,127,3,0,0,technical,low
4684,0.65,0.84,4,247,4,0,0,accounting,high
10141,0.68,0.69,3,148,2,0,0,IT,low
9081,0.61,0.69,2,164,2,0,0,RandD,medium
216,0.36,0.48,2,158,3,0,0,IT,low
8017,0.64,0.69,4,232,3,0,0,technical,high
1686,0.22,0.86,4,293,3,0,0,marketing,low
6463,0.56,0.56,5,229,4,1,0,support,low
3145,0.78,0.68,5,189,3,0,0,sales,medium
11943,0.85,0.72,3,245,10,0,0,accounting,medium
6740,0.56,0.7,4,135,2,0,0,sales,low
12258,0.88,0.88,5,232,5,1,0,accounting,medium
8760,0.52,1.0,4,221,3,0,0,technical,medium
11136,0.88,0.91,4,233,4,0,0,technical,high
7921,0.84,0.72,4,222,2,0,0,IT,low
12001,0.8,0.86,5,262,6,0,0,sales,medium
10592,0.59,0.72,4,168,4,0,0,management,medium
10927,0.49,0.52,3,156,2,0,0,sales,low
7496,0.57,0.39,2,145,3,0,0,sales,medium
2211,0.5,0.7,4,201,4,0,0,RandD,medium
14825,0.09,0.9,7,296,4,0,0,technical,medium
10738,0.68,0.84,3,270,3,0,0,support,high
10347,0.89,0.91,3,264,3,1,0,technical,low
2321,1.0,0.65,4,202,4,1,0,hr,low
1609,0.85,1.0,6,260,3,1,0,management,low
10196,0.93,0.81,3,212,3,0,0,technical,medium
4322,0.95,0.81,4,263,3,0,0,support,medium
